Nitrogen,Phosphorus,Potassium,OC,pH,Crop
211.1,33.4,131.1,0.55,6.6,Bajra
206.3,33.1,154.1,0.53,7.9,Bajra
227.2,34.1,184.2,0.7,8.3,Bajra
199.4,22.5,132,0.48,7.5,Bajra
175.5,26.9,152.6,0.56,7.6,Bajra
181.8,37.4,166,0.56,7.5,Bajra
141.1,21.7,111.3,0.38,7.3,Bajra
251.4,38.7,146.6,0.55,6.6,Bajra
249.8,45.4,211.4,0.73,7.8,Bajra
207.4,29.5,128.7,0.55,8.1,Bajra
165.2,25,132.7,0.55,7.3,Bajra
217.2,37.9,192.8,0.64,7.2,Bajra
226.7,38.8,167.6,0.61,7.5,Bajra
240.4,34.4,147.1,0.68,7.7,Bajra
233.8,37.3,182.1,0.62,7.5,Bajra
279.1,37.4,197.9,0.76,6.5,Bajra
168.4,25.6,148.6,0.58,8.3,Bajra
106.9,19.3,92.8,0.34,7.3,Bajra
200.2,32.6,161.7,0.58,6.7,Bajra
185.9,23.3,139.9,0.49,6.7,Bajra
273.3,42.5,202.4,0.73,6.8,Bajra
114.6,17,112.8,0.33,7.9,Bajra
209.6,33.1,164.4,0.63,6.1,Bajra
200.5,40.4,189.6,0.64,7.3,Bajra
190.6,33.5,140.3,0.58,7.1,Bajra
230,41.4,169.3,0.72,7.3,Bajra
194.9,28.2,130.3,0.62,7.7,Bajra
187.5,31.9,121.9,0.52,7.6,Bajra
212.4,35.6,194.1,0.6,8,Bajra
223.3,32.7,161.7,0.56,7.4,Bajra
148.1,19.7,105.3,0.48,7.1,Bajra
94.6,15,80,0.34,6.6,Bajra
282.1,45.3,207.4,0.77,6.9,Bajra
258,39.1,181.2,0.7,7.2,Bajra
150.2,25.2,117.8,0.48,6.1,Bajra
290.7,50,220,0.8,7.1,Bajra
123.3,15,137,0.46,6.3,Bajra
278,44.4,183,0.71,7.5,Bajra
185.9,31.3,147.9,0.54,6.8,Bajra
296.6,35,199.9,0.75,8.1,Bajra
300,46.7,199.2,0.73,6,Bajra
211.9,29.2,149.1,0.55,7.7,Bajra
136.4,16,129.1,0.38,8.5,Bajra
92,17.8,83.3,0.36,7.4,Bajra
248.8,45.3,196,0.68,8.3,Bajra
95.6,18.9,80,0.32,7.5,Bajra
229.9,43.6,197.3,0.67,7,Bajra
130.1,15.3,107.7,0.41,6.2,Bajra
182.5,22.8,162.8,0.59,8,Bajra
167.6,26,149.5,0.56,6.4,Bajra
181.6,26.5,142.9,0.47,7.9,Bajra
257.8,39.4,197.2,0.65,7.3,Bajra
272.9,49.3,185.3,0.66,7.1,Bajra
92.5,15,108.3,0.3,8.1,Bajra
157.2,24.8,133.5,0.46,7.7,Bajra
104.3,19.9,116.6,0.4,7.4,Bajra
116.2,15,80,0.41,6.2,Bajra
156.9,26.8,131.3,0.42,7.2,Bajra
251.9,39.9,187.2,0.7,7.3,Bajra
97.6,16.6,93,0.32,7.5,Bajra
222.7,32.5,195.1,0.73,6.2,Bajra
265.1,41.6,187.1,0.66,7.4,Bajra
122.6,15,121.4,0.3,6.3,Bajra
300,49.5,220,0.8,7.1,Bajra
90.2,20.4,117.1,0.41,6.9,Bajra
145.2,25.5,103.1,0.42,7.4,Bajra
122.2,21.3,81.9,0.33,8,Bajra
111.5,16.3,123.6,0.43,8.2,Bajra
93.8,23.2,100.7,0.35,7.2,Bajra
83.6,15,84.1,0.39,8.2,Bajra
250,30.6,173.9,0.58,8.4,Bajra
140.4,16.6,106.7,0.43,8.4,Bajra
192.5,31.6,156.4,0.53,6.2,Bajra
104.4,15.7,104.1,0.38,8.4,Bajra
196.2,37.5,181.5,0.61,7.7,Bajra
275.8,45.4,188,0.77,6.7,Bajra
229.3,40.3,156.3,0.64,6.4,Bajra
288.7,37.3,193.3,0.7,6,Bajra
132.1,21.8,105.7,0.43,7.9,Bajra
156.2,27.1,145.8,0.47,8.1,Bajra
117.3,17,97.1,0.33,8.3,Bajra
118.9,19.8,112.6,0.45,6.5,Bajra
116.4,23.7,108.8,0.42,7.9,Bajra
226.2,37.4,176.4,0.71,6.3,Bajra
283.3,41.9,211.5,0.78,8.1,Bajra
228.5,39.7,166.4,0.67,8,Bajra
155.5,16,128.9,0.46,8.3,Bajra
121,16.1,94.5,0.33,8,Bajra
278.8,42.6,197,0.8,7.2,Bajra
80,15,80,0.3,6.2,Bajra
295.8,49,206,0.8,7.6,Bajra
292,40.8,192.5,0.8,8.5,Bajra
300,46,220,0.78,7.8,Bajra
170.7,20.2,122.2,0.48,6.9,Bajra
213.5,37.1,158.7,0.61,7.6,Bajra
116.6,17.8,101.5,0.38,7.7,Bajra
249.8,41.3,179,0.68,8,Bajra
231,31.3,198,0.66,6,Bajra
200.7,27.4,139.5,0.55,8,Bajra
120.6,15.8,151.8,0.44,6,Bajra
117.6,15,131.7,0.39,8.2,Bajra
93.2,15,94,0.3,8.2,Bajra
223.5,30.2,159,0.61,6.2,Bajra
222.7,34.5,152.2,0.56,6.6,Bajra
227.8,34.6,177.9,0.57,6.8,Bajra
295.7,48,220,0.76,8,Bajra
253.2,41.5,204.3,0.75,6.4,Bajra
252.3,34.8,176,0.67,6.4,Bajra
269,47.5,170.8,0.79,7.5,Bajra
300,45.8,192.6,0.78,7.8,Bajra
291.3,50,220,0.75,6.5,Bajra
223.6,32.8,158.9,0.61,6.7,Bajra
195.1,33.8,189.6,0.58,6.7,Bajra
136.5,23.9,106.5,0.38,6.8,Bajra
114.8,15,91.9,0.35,6.3,Bajra
254.9,35.8,207.8,0.74,6.4,Bajra
277.7,50,220,0.78,7.6,Bajra
192.8,24.8,143.1,0.54,6.4,Bajra
191.9,34.2,171,0.6,7.9,Bajra
297.7,41,220,0.73,8.2,Bajra
188.1,32,172.5,0.58,6.3,Bajra
137.1,23.2,112.8,0.43,7.8,Bajra
245.2,45,184.9,0.7,8.1,Bajra
194.5,37.7,154.1,0.62,7.5,Bajra
294.1,50,220,0.79,7.5,Bajra
189.4,32,158,0.64,6.6,Bajra
189.6,26,198.8,0.56,8.3,Bajra
270.6,40.3,192.5,0.79,8,Bajra
266,42.9,214.1,0.72,7.5,Bajra
172.4,30.3,143,0.54,7.7,Bajra
250.3,40.8,200.2,0.65,8,Bajra
202.7,32.2,154.6,0.57,7,Bajra
104.1,15,104.8,0.39,8.4,Bajra
243.1,36,175.5,0.66,8.4,Bajra
250.6,32.8,170.1,0.65,8.2,Bajra
147.6,23.4,107.3,0.52,7.7,Bajra
244.3,42.8,214.8,0.7,6.3,Bajra
204.8,27.8,191.3,0.62,6.4,Bajra
255.9,35.6,193.2,0.69,8.1,Bajra
159.9,25.4,154.9,0.56,6.3,Bajra
227.8,35.7,165.1,0.61,8.4,Bajra
156.6,18.7,113.6,0.5,6.5,Bajra
278.2,39.2,202.3,0.69,6.4,Bajra
100.6,15,81.6,0.35,8.1,Bajra
92.2,15,99,0.34,6.7,Bajra
281.9,50,214,0.79,8.4,Bajra
122.7,22.9,119.8,0.45,7.2,Bajra
191.9,39.3,188.2,0.61,6.8,Bajra
253.9,40.8,175,0.67,7,Bajra
109,18.3,106.4,0.42,7.9,Bajra
241.4,40.1,174.3,0.68,7.9,Bajra
212.6,29.6,174.7,0.61,8.1,Bajra
199.6,32.2,125.8,0.53,6.8,Bajra
80.3,19.4,85.2,0.3,7.4,Bajra
276.2,46.4,197.3,0.68,6.3,Bajra
157.9,24.2,132.7,0.45,6.4,Bajra
222,30.2,132.6,0.59,8,Bajra
80,15,88.8,0.3,7.4,Bajra
118.6,15.3,91.8,0.37,6.3,Bajra
111.1,18.3,94.1,0.31,7.5,Bajra
155.6,24.3,111.4,0.42,7.5,Bajra
128.3,15,97.2,0.33,8.1,Bajra
235,36,168.3,0.59,6.2,Bajra
267.2,41.3,211,0.77,8,Bajra
112.5,20.9,113.2,0.32,7.1,Bajra
176.6,27.5,147,0.57,8.5,Bajra
300,42.6,220,0.71,8.3,Bajra
93.2,15,80,0.34,7.5,Bajra
292.4,41.7,188.2,0.74,6.6,Bajra
283.4,49.7,220,0.78,6.8,Bajra
94.7,16.7,106.8,0.36,6.5,Bajra
236.3,38.3,169,0.71,6.5,Bajra
222.1,42.3,173.7,0.7,7.7,Bajra
288.3,38.2,199.6,0.77,6.6,Bajra
252.4,44.3,167.8,0.67,7.3,Bajra
123.9,25.7,114.1,0.4,7.3,Bajra
230.4,29.5,146.2,0.57,6.2,Bajra
112.3,15,83.7,0.41,7.8,Bajra
185.8,22.6,178.6,0.4,6.5,Bajra
289.6,43.9,185.4,0.76,7.7,Bajra
290.3,40.1,187.5,0.73,7.4,Bajra
287.8,41.6,220,0.76,7.8,Bajra
183.9,30.1,115.9,0.54,7.8,Jowar
199.7,28.8,140,0.59,7.4,Jowar
253.2,36.4,168.1,0.64,7,Jowar
170.8,35.8,175.2,0.57,7.2,Jowar
199.7,37.9,145.9,0.59,7.6,Jowar
220.7,32.3,188.3,0.6,7.2,Jowar
130,25.7,80,0.36,7.6,Jowar
154.8,35.6,146,0.55,7.1,Jowar
185.7,23.5,141,0.46,6.7,Jowar
128.9,20.3,144.5,0.45,7,Jowar
172.9,29.3,155.3,0.55,7.7,Jowar
225,42.6,205.8,0.59,7.2,Jowar
127.8,15.2,116.5,0.39,7.6,Jowar
170.6,33.8,132.7,0.51,7.5,Jowar
169.1,26.2,145.3,0.42,7.4,Jowar
265.7,42.3,199.1,0.58,7.6,Jowar
243.3,48.4,193.6,0.69,7.3,Jowar
156.5,28.7,129.6,0.49,7.1,Jowar
134.1,30.2,151.2,0.47,7.3,Jowar
156.9,32.8,149.2,0.57,6.9,Jowar
169,33.3,177.5,0.56,6.5,Jowar
210.1,35.4,172.5,0.55,7,Jowar
228.2,36,158,0.59,7.1,Jowar
152.1,27.1,131.5,0.43,7.6,Jowar
246.4,36.5,181.9,0.62,7.4,Jowar
183.7,27.1,134.6,0.5,7.6,Jowar
165.6,29.6,118.2,0.45,7.7,Jowar
191,37.6,154.3,0.55,7.4,Jowar
193.4,29.4,153.3,0.51,7.8,Jowar
160.2,28.5,126.2,0.5,7.3,Jowar
213,31,177.5,0.57,7.8,Jowar
202.6,32.9,175.9,0.53,8.1,Jowar
224.5,28.8,156.1,0.59,7.5,Jowar
197.4,26.3,183.7,0.49,6.7,Jowar
186,34.5,131.7,0.57,7.3,Jowar
220,33.8,187.3,0.58,7.9,Jowar
161,28.7,112.7,0.44,6.8,Jowar
222.2,39.2,163,0.58,6.5,Jowar
247.1,42.1,201.8,0.63,7.5,Jowar
164.7,27.7,120.1,0.49,7.2,Jowar
229,32.9,143.8,0.56,7.4,Jowar
176.9,28.7,148,0.52,7.2,Jowar
105.9,21.5,119.9,0.35,7.1,Jowar
193.9,30.2,163.1,0.56,7.3,Jowar
167.5,22.5,140.1,0.43,7.3,Jowar
272.1,39.8,179.8,0.68,7.3,Jowar
140.9,24.1,132.1,0.45,7.4,Jowar
183,30.6,159.4,0.46,7.8,Jowar
204.9,34.3,189.4,0.66,6.9,Jowar
208.1,34.7,120.4,0.53,8.1,Jowar
199.9,31.5,150.9,0.54,7.6,Jowar
274.2,40.8,196.7,0.69,7.2,Jowar
132.1,26.3,143.7,0.52,6.9,Jowar
178.7,36,151.7,0.5,7.1,Jowar
266.4,36.5,178,0.64,6.7,Jowar
174.2,31.5,136.4,0.48,7.1,Jowar
147.1,25.9,135.6,0.5,7.7,Jowar
176.3,23.5,134.9,0.5,7.3,Jowar
244.8,37.3,189.7,0.66,7.8,Jowar
186,29.8,119.2,0.5,7.7,Jowar
175.9,29.2,137.3,0.6,6.6,Jowar
182.7,26.9,144.3,0.48,7.6,Jowar
217.9,35.5,140,0.67,7.1,Jowar
148.1,23.4,163.1,0.49,7,Jowar
221.2,35.9,169,0.58,7.5,Jowar
184.1,28.9,180.3,0.56,7.5,Jowar
174.4,30.9,135.8,0.52,7.1,Jowar
219.7,32.8,157.5,0.61,8,Jowar
257.7,36.6,175.9,0.64,7.3,Jowar
176.4,28.6,150.1,0.44,7.4,Jowar
186.5,30.9,152.8,0.59,6.9,Jowar
171.3,25.4,141,0.54,7.6,Jowar
195.1,27.5,158.4,0.55,7.1,Jowar
228.6,37.5,176.3,0.67,6.6,Jowar
210.3,32.7,130.3,0.59,7.2,Jowar
204.9,32.8,166.3,0.53,7.8,Jowar
177.7,20.1,142.4,0.52,7.6,Jowar
180.7,33.7,136.2,0.57,7.1,Jowar
224.2,36.7,175.8,0.67,7.6,Jowar
223.2,37.4,185.2,0.63,6.8,Jowar
125.5,20.4,107.5,0.34,7.4,Jowar
168.6,28.8,119.7,0.52,7.8,Jowar
180.1,27.3,161.1,0.41,7.6,Jowar
171.4,31.5,154.6,0.56,6.7,Jowar
227.2,38.4,165.8,0.6,6.7,Jowar
159.9,27.6,128.5,0.53,7.3,Jowar
183.9,31.7,125.1,0.46,7.1,Jowar
168.8,23.6,124.1,0.47,6.2,Jowar
194,30.3,147,0.57,7.3,Jowar
157.3,28,127.6,0.42,7.2,Jowar
149.1,24.7,101.8,0.45,7.3,Jowar
200.5,35,182.3,0.62,7.5,Jowar
162.3,29.2,132.4,0.51,7.2,Jowar
200.5,29.5,143,0.6,7.4,Jowar
270.5,43.3,198.2,0.8,8.1,Jowar
176.6,24.2,139.5,0.5,7.4,Jowar
144.9,18.9,127.3,0.42,7.6,Jowar
121.2,24.7,95.3,0.45,6.3,Jowar
160.9,32.5,137.3,0.51,7.9,Jowar
185.2,25.7,146.6,0.43,7.3,Jowar
125.5,18.7,108.1,0.38,6.2,Jowar
132.6,24.3,138.2,0.43,7.8,Jowar
292.9,40.8,220,0.74,7.7,Jowar
142,26.9,140.1,0.42,7.6,Jowar
143.5,23.9,115.6,0.5,6.9,Jowar
152.9,22,145.4,0.47,7.7,Jowar
154.1,25.4,141.5,0.54,7.7,Jowar
127.7,26.6,116.4,0.4,7.4,Jowar
180.1,34.8,141.3,0.58,7.6,Jowar
195.9,29.7,168.5,0.62,7.4,Jowar
284.4,38.8,198.3,0.69,6.4,Jowar
140.5,28.4,149.6,0.45,7.1,Jowar
237.1,40,201.8,0.67,7.8,Jowar
232.9,33.9,162.5,0.62,6.6,Jowar
111.8,15,108.2,0.37,6.5,Jowar
200.3,34.2,146.2,0.64,8,Jowar
276.2,39.6,220,0.73,7.9,Jowar
178.5,34.7,117.9,0.5,7.2,Jowar
219.1,41,166.1,0.61,7.1,Jowar
155.9,26.1,136.6,0.53,6.8,Jowar
154.3,22.4,149.1,0.45,6.5,Jowar
212.6,33.2,153.3,0.61,7.5,Jowar
234.2,27.6,153.2,0.63,6.6,Jowar
218.9,30.4,139.3,0.64,6.7,Jowar
135.4,28.6,103.7,0.53,7.3,Jowar
177.4,27.5,112.9,0.49,7.5,Jowar
215,32.3,147.7,0.55,7.1,Jowar
136.2,17.9,113.3,0.41,7.4,Jowar
141.6,20.1,129.8,0.48,7.7,Jowar
196.7,33.9,157.7,0.58,7.3,Jowar
245.7,34.8,160.1,0.61,6.9,Jowar
176.3,32.7,172.9,0.51,6.4,Jowar
216,37.4,168.5,0.61,7.2,Jowar
209.7,28.5,169.9,0.59,8,Jowar
219.2,40.7,185.7,0.67,7.3,Jowar
201,31.9,163.8,0.54,6.4,Jowar
198.5,36.5,155.8,0.53,7.2,Jowar
269.3,45.6,208.7,0.74,7.8,Jowar
157,17.6,108.1,0.45,6.4,Jowar
144.2,25.3,130.3,0.39,8,Jowar
225.6,31.6,189.1,0.63,7.7,Jowar
225.5,33.8,163.7,0.6,6.7,Jowar
184,23.1,139.7,0.47,7.7,Jowar
182.3,31.4,136,0.54,6.7,Jowar
219.7,39.7,191.2,0.71,8,Jowar
125.8,17.7,118.3,0.44,6.5,Jowar
113.3,20.9,109,0.44,7,Jowar
123.6,17.7,96.8,0.43,7.6,Jowar
130.3,19.8,116.7,0.38,6.9,Jowar
146,26.1,153.5,0.48,6.6,Jowar
206.4,32.9,149.7,0.59,8,Jowar
251,39.2,195.2,0.72,7.8,Jowar
136.2,24.9,125.3,0.44,7.1,Jowar
219.4,30.3,138.9,0.56,6.9,Jowar
121.5,17,125.4,0.41,7.6,Jowar
270.9,36.2,210.2,0.67,6.4,Jowar
206.7,29.7,151.8,0.62,7.1,Jowar
206.4,32,135,0.54,7.3,Jowar
264.3,39.5,176.9,0.76,6.4,Jowar
206.1,35.7,166,0.54,7.1,Jowar
225.6,38,150.4,0.59,7,Jowar
112.6,22.3,91.8,0.37,7.8,Jowar
277.4,49.4,220,0.72,7.5,Jowar
134.5,18.8,98.1,0.41,7,Jowar
220.3,37.5,156.6,0.62,6.7,Jowar
262.1,43.9,201.7,0.8,6.7,Jowar
269.8,35.2,218.7,0.77,6.4,Jowar
128.5,21.3,105.9,0.42,6.7,Jowar
266.7,39.4,187.6,0.72,6.3,Jowar
197.7,31.1,171.9,0.57,8,Jowar
180,35.7,163.5,0.62,6.9,Jowar
153.8,21.6,124.1,0.49,7.8,Jowar
206.9,36.2,189.7,0.63,7.2,Jowar
119.1,15.7,101.6,0.38,7.3,Jowar
170.5,28.1,154.6,0.47,7.1,Jowar
172.6,25.9,146.8,0.59,7.8,Jowar
91.6,15,102,0.35,8,Jowar
253.2,40.7,155.2,0.63,8,Jowar
126,20.2,150.5,0.45,8.3,Jowar
139.8,20.5,154,0.48,7.4,Jowar
267.5,37.7,183.4,0.71,6.8,Jowar
142.3,24.2,121.9,0.41,6.6,Jowar
219.3,37.1,181.1,0.67,7.2,Jowar
128.5,15.1,125.8,0.48,7.8,Jowar
167.9,28.4,152.1,0.52,6.5,Jowar
190.3,35.2,159.3,0.61,7.2,Jowar
222.7,27.4,159.4,0.64,6.4,Jowar
210.4,38,202.5,0.67,6.7,Jowar
256.4,40.3,171,0.65,7.1,Jowar
185.3,30.7,152.8,0.59,7.1,Jowar
188.2,32,147.8,0.53,7.8,Jowar
261.6,48,180.4,0.71,7.3,Jowar
288.1,46.5,177.1,0.71,7.9,Jowar
175.5,30.5,156.6,0.5,7.6,Jowar
181.2,28.7,154.8,0.57,7.4,Jowar
181,25.7,142,0.53,7.2,Jowar
235.1,34.1,150,0.49,7.4,Jowar
181.8,22.9,130.3,0.54,8.2,Jowar
97.7,17.1,103.3,0.36,7.3,Jowar
139.1,23.6,112.3,0.47,8.1,Jowar
112.1,16.7,91.9,0.34,7.6,Jowar
133.5,20.4,103,0.36,7.4,Jowar
195.2,26.8,162.9,0.61,6.6,Jowar
185.1,29.5,137.8,0.57,6.9,Jowar
220.7,25,166.1,0.6,7.8,Jowar
205.9,26.5,144,0.54,7.8,Jowar
145.7,25.3,116.2,0.47,7.5,Jowar
207.5,28.8,165.2,0.59,8.1,Jowar
106.7,20.8,119.6,0.37,7.6,Jowar
130.2,21.3,97.4,0.45,7.6,Jowar
156.7,24.5,142.4,0.48,6.4,Jowar
255,43.4,165.3,0.68,7.2,Jowar
226.8,33.6,175.2,0.65,6.3,Jowar
136,24.3,95,0.46,6.9,Jowar
181,30.1,150.8,0.45,7,Jowar
129,26,131.4,0.5,7.6,Jowar
205.9,32,187.1,0.57,7.2,Jowar
110.9,20.3,91.3,0.34,7,Jowar
175.6,35.2,140.8,0.49,7.1,Jowar
159.8,25.4,143.4,0.54,7.7,Jowar
158.5,25.4,123.9,0.47,7.4,Jowar
156,18.9,163.3,0.49,7,Jowar
158.4,27.3,118,0.48,7.4,Jowar
283.5,38.8,192.8,0.77,6.6,Jowar
151,27.8,122.9,0.49,7.9,Jowar
244.1,39,173.8,0.71,6.7,Jowar
159.1,26.9,143.8,0.53,6.7,Jowar
244.4,38.3,193.8,0.67,6.1,Jowar
130.3,21.8,115,0.39,7.4,Jowar
259.7,41,198.5,0.69,6.9,Jowar
220.6,31.8,188.5,0.6,8.1,Jowar
226,38.1,154,0.56,7.5,Jowar
93.3,18.5,80,0.3,6.9,Jowar
274.2,38.9,212.4,0.75,7.8,Jowar
230.9,38.7,158.8,0.67,6.8,Jowar
265.4,42.6,198.8,0.72,7.2,Jowar
300,44.6,220,0.78,7.6,Jowar
178.4,26.9,144.8,0.54,7,Jowar
240,40.4,199.6,0.72,7.5,Jowar
270.8,35.9,192.4,0.71,6.5,Jowar
135.8,21.5,102.6,0.44,7.5,Jowar
200.8,31.5,153.6,0.65,6.7,Jowar
175.5,29.7,140.1,0.53,7.6,Jowar
172.7,24.6,127.2,0.59,7.7,Jowar
257.8,41.1,220,0.62,7.6,Jowar
204.6,35.2,153.6,0.55,8,Jowar
101.2,17.1,114.1,0.43,6.6,Jowar
198.6,31.3,159.5,0.62,8,Jowar
88.4,15,93,0.39,6.6,Jowar
218.6,32.6,184,0.61,7.7,Jowar
284.3,49.7,220,0.74,7.2,Jowar
245,42.1,180.3,0.63,7.2,Jowar
126.4,21.9,120,0.44,6.7,Jowar
217.4,30.4,151.9,0.55,7,Jowar
84.3,15,104.9,0.33,8.2,Jowar
107.1,21.3,90.5,0.43,7.4,Jowar
87.2,15,107.8,0.36,7.7,Jowar
130.1,17.9,121.6,0.4,7,Jowar
123.6,20.6,127.7,0.4,7.8,Jowar
216,28.9,143.8,0.58,6.9,Jowar
225.1,28.6,137.8,0.62,6.2,Jowar
223.2,39.5,189.5,0.62,6.4,Jowar
195.2,26.2,148.6,0.51,7,Jowar
124.5,19.7,132.7,0.44,6.7,Jowar
148.1,20.5,103.7,0.45,7.5,Jowar
224.5,32.8,177.3,0.62,7.3,Jowar
221.4,36.2,171.3,0.68,6.4,Jowar
174.2,26.9,145.3,0.48,7.4,Jowar
156.4,35.8,112.5,0.47,7.8,Jowar
180.6,37.3,166.9,0.63,6.7,Jowar
211.3,36,198.8,0.68,6.2,Jowar
241,43.2,184,0.74,7,Jowar
245,33.2,182.8,0.7,6.5,Jowar
176,33.1,130.3,0.55,7.9,Jowar
118.4,18.9,101.1,0.37,6.9,Jowar
136.8,18.8,82.1,0.49,8.2,Jowar
234.8,31.2,172.4,0.63,8.1,Jowar
240.1,37.2,174.8,0.65,8,Jowar
174.4,26,149.2,0.5,6.6,Jowar
247.1,41.1,195.4,0.65,7.9,Jowar
235.3,32,176,0.69,7,Jowar
195.9,24.9,160.6,0.6,6.4,Jowar
160.9,23.5,104.2,0.38,6.5,Jowar
170.2,26.3,146.4,0.48,7.2,Jowar
229.5,34.5,172.2,0.65,7.1,Jowar
136.3,22.1,113.8,0.38,8,Jowar
263.4,35.2,203.1,0.72,8,Jowar
132.6,28.2,120.1,0.43,7.3,Jowar
149.8,18.7,135,0.47,6.7,Jowar
199.2,39.2,165.5,0.63,7.2,Jowar
177.4,26.6,131.6,0.56,7.7,Jowar
116,20.3,82.6,0.43,7.6,Jowar
191.6,41.5,136.2,0.57,6.9,Jowar
196.6,34,154.9,0.57,6.9,Jowar
194.1,27.9,165.2,0.6,6.6,Jowar
161.3,24.3,117,0.46,6.7,Jowar
160.8,32.2,141.1,0.51,7,Jowar
152.8,23.3,158.1,0.48,6.7,Jowar
266.4,32.8,190.3,0.57,6.1,Jowar
286.5,44.4,198.4,0.77,6.8,Jowar
152.8,28.9,121.2,0.49,6.9,Jowar
220.3,29.5,190.9,0.6,7.6,Jowar
220.3,27.6,147.6,0.56,6.7,Jowar
107.8,18.4,89.9,0.45,7.5,Jowar
208.6,33,154.3,0.63,6.6,Jowar
190.5,27.8,170.8,0.57,7.9,Jowar
288.3,40.5,198.2,0.76,7.3,Jowar
162.7,19.5,97.5,0.44,8,Jowar
243.3,39.5,160.2,0.68,6.5,Jowar
224.3,32.2,185.3,0.62,8.1,Jowar
242.3,42.6,200.7,0.72,6.7,Jowar
200.3,29.5,174.4,0.54,7.8,Jowar
199.3,33.2,137.8,0.54,6.9,Jowar
160.9,21.5,97.2,0.41,8.1,Jowar
243.3,38.3,193.9,0.7,6.9,Jowar
175.7,24.3,146.9,0.58,7.3,Jowar
158.5,28.9,124.7,0.44,7,Jowar
206,36.7,160.6,0.58,6.7,Jowar
174.2,20.3,144.9,0.44,7.9,Jowar
185.6,31.7,165.9,0.59,6.7,Jowar
167.7,27.7,146.1,0.57,8.2,Jowar
207.1,38.1,169,0.59,7.1,Jowar
241.9,37.5,170.9,0.63,7.6,Jowar
210,30.8,158.1,0.56,7.2,Jowar
169.9,25.2,181.3,0.49,6.5,Jowar
140.9,24.1,123.2,0.51,7,Jowar
188.9,27.5,150.3,0.51,7.2,Jowar
113.2,23.9,111.2,0.45,7.1,Jowar
194.4,24.3,181.7,0.67,6.3,Jowar
117.7,15.9,116.9,0.37,6.9,Jowar
171.7,21.1,144,0.51,7.5,Jowar
292.5,46.8,193.2,0.78,6.6,Jowar
151.8,26.8,129.2,0.49,8,Jowar
186,28.2,137.1,0.53,7.2,Jowar
197.6,28,157,0.53,6.5,Jowar
135.5,21.1,104.1,0.46,7.3,Jowar
228.6,38.5,157.6,0.73,6.9,Jowar
115.7,23.3,103.7,0.41,7.7,Jowar
212,34.1,190.1,0.65,6.4,Jowar
83.1,18,103.9,0.35,6.7,Jowar
226.5,37.5,204.8,0.67,6.9,Jowar
205.9,35.5,132.8,0.51,7.1,Jowar
129.2,28.1,113.6,0.46,7.1,Jowar
181.8,32.1,154.7,0.57,7.6,Jowar
110.3,20.5,80,0.35,7,Jowar
225,35.3,161.9,0.6,7.2,Jowar
292.8,47,209.5,0.72,7.3,Jowar
265.4,41.7,176.4,0.7,7.2,Jowar
200.8,37.6,164.1,0.59,6.8,Jowar
157.9,29.6,158.3,0.57,7.1,Jowar
143.5,31.9,134.3,0.49,7.5,Jowar
180,25.3,150.9,0.51,7.8,Jowar
89.1,16.5,80,0.33,6.4,Jowar
100.5,18.2,121.6,0.34,6.2,Jowar
288.2,44.7,220,0.77,6.1,Jowar
204.8,31.8,157.2,0.56,7.5,Jowar
90.4,15,89.2,0.38,6.3,Jowar
142.4,15,90.6,0.39,8.2,Jowar
104.4,16.4,109.3,0.37,7.5,Jowar
191.9,33.1,142.5,0.55,6.8,Jowar
138.1,21.1,95.6,0.46,8,Jowar
92.7,15.9,92.6,0.34,7.9,Jowar
123.1,21.1,102.4,0.39,7.5,Jowar
88.2,15,127.4,0.3,6.1,Jowar
113.6,19.4,106.8,0.32,7.7,Jowar
217.1,37.5,213.4,0.62,8,Jowar
112.8,15.7,104,0.4,7,Jowar
153.3,28.5,144.2,0.46,6.3,Jowar
89.8,15,80,0.39,7.9,Jowar
300,47,206.3,0.79,7.5,Jowar
182,27.1,171.4,0.55,6.6,Jowar
227,30.4,179.1,0.57,6.2,Jowar
213.3,23.6,155.4,0.54,6.1,Jowar
300,41.4,220,0.8,8,Jowar
300,48.7,202.9,0.77,7.2,Jowar
177.3,24.3,149.9,0.45,6.3,Jowar
284.4,46,189.2,0.71,6.7,Jowar
107.3,15.2,87.7,0.4,8,Jowar
176.9,23.2,126.1,0.52,7,Jowar
86.5,15,80,0.35,8,Jowar
233.6,36.3,161.8,0.71,8.3,Jowar
286.3,44.6,211.4,0.8,6.3,Jowar
103.3,17,89.7,0.34,7.2,Jowar
278.4,44.7,206.4,0.75,6.1,Jowar
273.6,46.4,219.9,0.77,6.7,Jowar
270.1,39,209.4,0.68,8.4,Jowar
135.9,16.8,90.1,0.34,7.8,Jowar
268.5,45.3,220,0.75,6.3,Jowar
256.8,41.8,206.9,0.66,6.2,Jowar
210.5,40.5,154.4,0.63,7.9,Jowar
214.4,30.3,163.7,0.59,8.2,Jowar
114.5,16.1,88.6,0.32,6.2,Jowar
136,20.9,124.7,0.39,6.8,Jowar
213.5,32.2,191.6,0.6,7.8,Jowar
126.2,16.8,122.3,0.39,8.1,Jowar
280.5,42.5,211.8,0.69,6.2,Jowar
113.5,20.5,123.4,0.3,7.3,Jowar
109.9,17.5,98.6,0.37,7.6,Jowar
227.8,31.3,150.4,0.57,8.1,Jowar
250.2,37.9,197.8,0.71,6.1,Jowar
300,43.8,220,0.74,6.6,Jowar
